filename,filepath,original_width,original_height,original_aspect,channels,norm_width,norm_height,color_mean_R,color_std_R,color_mean_G,color_std_G,color_mean_B,color_std_B,color_mean_hsv_H,color_mean_hsv_S,color_mean_hsv_V,glcm_contrast_d1_a0,glcm_contrast_d1_a45,glcm_contrast_d1_a90,glcm_contrast_d1_a135,glcm_contrast_d3_a0,glcm_contrast_d3_a45,glcm_contrast_d3_a90,glcm_contrast_d3_a135,glcm_dissimilarity_d1_a0,glcm_dissimilarity_d1_a45,glcm_dissimilarity_d1_a90,glcm_dissimilarity_d1_a135,glcm_dissimilarity_d3_a0,glcm_dissimilarity_d3_a45,glcm_dissimilarity_d3_a90,glcm_dissimilarity_d3_a135,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a45,glcm_homogeneity_d1_a90,glcm_homogeneity_d1_a135,glcm_homogeneity_d3_a0,glcm_homogeneity_d3_a45,glcm_homogeneity_d3_a90,glcm_homogeneity_d3_a135,glcm_energy_d1_a0,glcm_energy_d1_a45,glcm_energy_d1_a90,glcm_energy_d1_a135,glcm_energy_d3_a0,glcm_energy_d3_a45,glcm_energy_d3_a90,glcm_energy_d3_a135,glcm_correlation_d1_a0,glcm_correlation_d1_a45,glcm_correlation_d1_a90,glcm_correlation_d1_a135,glcm_correlation_d3_a0,glcm_correlation_d3_a45,glcm_correlation_d3_a90,glcm_correlation_d3_a135,glcm_ASM_d1_a0,glcm_ASM_d1_a45,glcm_ASM_d1_a90,glcm_ASM_d1_a135,glcm_ASM_d3_a0,glcm_ASM_d3_a45,glcm_ASM_d3_a90,glcm_ASM_d3_a135,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,hog_mean,hog_std,hog_max,hog_energy,hog_vector_length,sift_num_keypoints,sift_mean_response,sift_std_response,sift_mean_size,sift_mean_angle,sift_descriptor_mean,sift_descriptor_std,surf_method,surf_num_keypoints,surf_descriptor_mean,surf_descriptor_std,surf_mean_response,surf_mean_size,status
0240_image10030.jpg,c:\Users\ADMIN\Pictures\btl\0240_image10030.jpg,224,224,1.0,3,224,224,144.279556,51.029163,136.634827,52.454933,126.315407,54.48402,40.51086,43.159199,146.593018,18.003984,22.669368,8.950272,22.666995,58.225214,48.62014,38.253353,47.626248,2.061279,2.394317,1.502082,2.353295,4.103729,3.684746,3.257555,3.575684,0.540798,0.498455,0.598904,0.505503,0.370737,0.402327,0.426344,0.409533,0.069766,0.064422,0.076386,0.064968,0.051427,0.054115,0.05608,0.054539,0.946302,0.93232,0.973288,0.932325,0.826235,0.854674,0.885606,0.857633,0.004867,0.00415,0.005835,0.004221,0.002645,0.002928,0.003145,0.002974,33.126947,16.349537,2.866586,0.855313,0.469075,0.073898,0.061463,0.008249,0.901048,0.048854,0.003846,0.001047,0.12092,0.1147,0.644819,729.0,26244,224,0.058302,0.014647,5.995098,175.939425,23.613071,38.606861,ORB_fallback,349,133.191177,75.27742,0.00032,42.330905,success
0241_image0147.jpg,c:\Users\ADMIN\Pictures\btl\0241_image0147.jpg,224,224,1.0,3,224,224,186.447769,38.935802,184.092377,41.428757,181.720169,44.864983,55.91703,11.035873,187.487671,1.648322,3.136419,2.131766,3.503972,7.327367,7.596563,9.084438,8.620688,0.594991,0.838605,0.630325,0.889763,1.326034,1.318298,1.378555,1.429429,0.775756,0.711305,0.771557,0.701828,0.630236,0.625312,0.627131,0.609959,0.146176,0.136977,0.146978,0.135611,0.126865,0.125765,0.128103,0.124499,0.992192,0.985171,0.989921,0.983433,0.965295,0.964155,0.95721,0.95932,0.021367,0.018763,0.021602,0.01839,0.016095,0.015817,0.01641,0.0155,5.381192,2.871408,1.05075,0.326652,0.681636,0.063399,0.133872,0.008454,0.974587,0.013535,0.017993,0.002297,0.12083,0.114463,1.0,727.0,26244,81,0.025532,0.008197,7.646798,220.196743,21.971643,39.559952,ORB_fallback,95,142.472702,75.334129,3.2e-05,48.64639,success
0242_image10110.jpg,c:\Users\ADMIN\Pictures\btl\0242_image10110.jpg,224,224,1.0,3,224,224,153.964844,51.96627,155.524826,52.741013,163.557678,52.350029,112.212456,19.299366,163.589325,5.408652,8.435259,4.381046,9.820608,23.692207,23.394225,22.301511,25.809553,0.889874,1.251282,0.811099,1.348207,2.05545,2.149846,1.932894,2.267267,0.772576,0.707704,0.776447,0.700074,0.653343,0.629149,0.663423,0.627007,0.190225,0.180892,0.193684,0.181217,0.16636,0.166759,0.180621,0.168011,0.984354,0.975661,0.987313,0.971664,0.931957,0.932915,0.935749,0.925989,0.036185,0.032722,0.037513,0.03284,0.027676,0.027808,0.032624,0.028228,15.405383,8.584429,1.58824,0.54502,0.691215,0.055245,0.178471,0.00988,0.9557,0.02459,0.03195,0.003536,0.101885,0.131464,1.0,726.0,26244,187,0.043515,0.006932,4.769077,210.806346,27.225559,36.147766,ORB_fallback,417,145.546234,73.450195,0.000127,45.449138,success
0243_image0769.jpg,c:\Users\ADMIN\Pictures\btl\0243_image0769.jpg,224,224,1.0,3,224,224,248.90097,17.381229,244.902222,26.980526,239.467239,39.126934,14.377092,11.833666,249.079224,5.651145,7.991031,3.061139,8.492067,20.916128,19.486568,12.174127,20.414374,0.568306,0.713789,0.316544,0.723119,1.289997,1.206233,0.756949,1.226524,0.904359,0.889836,0.932689,0.890474,0.871848,0.871358,0.901973,0.872263,0.829096,0.826105,0.835717,0.825937,0.814852,0.818473,0.826081,0.818222,0.927487,0.897858,0.960721,0.891454,0.733694,0.752847,0.844998,0.741079,0.6874,0.682449,0.698424,0.682172,0.663984,0.669897,0.682409,0.669487,12.273322,6.655534,0.850183,0.329679,0.89185,0.0198,0.82431,0.006351,0.843767,0.084273,0.679528,0.010476,0.043438,0.122913,1.0,446.0,26244,29,0.034177,0.010886,6.804737,137.712025,21.228718,39.953686,ORB_fallback,84,124.347839,73.410194,0.000219,36.193239,success
0244_image0071.jpg,c:\Users\ADMIN\Pictures\btl\0244_image0071.jpg,224,224,1.0,3,224,224,231.241409,36.911572,218.642426,51.867977,183.746796,100.042847,14.458447,63.968712,231.383606,5.969551,9.151702,4.217569,9.95027,23.109506,23.280517,18.678289,24.180363,0.477959,0.849665,0.597654,0.875646,1.127,1.486629,1.485617,1.51467,0.903492,0.827105,0.848001,0.824944,0.845895,0.772652,0.755606,0.771892,0.598463,0.589228,0.593921,0.589091,0.589064,0.579457,0.577824,0.579198,0.981915,0.972338,0.987222,0.969924,0.930311,0.929951,0.943671,0.927244,0.358158,0.347189,0.352742,0.347028,0.346996,0.33577,0.333881,0.335471,14.817221,7.821324,1.051855,0.388041,0.818699,0.046354,0.587031,0.007025,0.955322,0.023508,0.344654,0.008251,0.063116,0.130575,1.0,552.0,26244,73,0.047634,0.014873,9.319289,138.902652,21.363228,39.8978,ORB_fallback,197,138.580902,74.541115,0.000439,39.844211,success
0245_image0850.jpg,c:\Users\ADMIN\Pictures\btl\0245_image0850.jpg,224,224,1.0,3,224,224,234.326889,49.773289,234.270401,49.921108,233.992798,50.563942,3.31539,0.792809,234.338211,13.342649,19.921776,6.61427,19.705645,53.389261,54.018546,27.472325,53.683264,0.704036,1.129804,0.506006,1.123409,1.649523,1.985675,1.191904,1.983889,0.930157,0.879257,0.917694,0.879427,0.900758,0.856209,0.877235,0.855783,0.797445,0.790071,0.797249,0.790186,0.787659,0.781434,0.78679,0.781608,0.956522,0.935324,0.978447,0.936026,0.827322,0.825929,0.911146,0.82701,0.635919,0.624212,0.635606,0.624394,0.620407,0.61064,0.619038,0.61091,31.018467,18.421591,1.284281,0.514232,0.887065,0.025321,0.789055,0.005706,0.899716,0.059281,0.622641,0.009011,0.030096,0.11029,1.0,343.0,26244,38,0.05916,0.020923,8.56367,198.221123,21.215666,39.981949,ORB_fallback,98,128.388077,73.368164,0.00094,40.551039,success
0246_image0460.jpg,c:\Users\ADMIN\Pictures\btl\0246_image0460.jpg,224,224,1.0,3,224,224,196.568161,44.146332,188.837509,47.801182,179.555923,54.76461,19.892918,26.154257,196.638535,2.533792,8.46502,5.446549,6.890265,12.211033,22.485837,24.752141,18.940954,0.488149,1.088801,0.777867,1.00368,1.189379,1.872981,1.853951,1.708465,0.850327,0.758332,0.81321,0.762977,0.734911,0.691842,0.713259,0.695813,0.203197,0.192252,0.199719,0.191854,0.18587,0.182264,0.183916,0.18116,0.990816,0.969407,0.980266,0.975098,0.955965,0.919178,0.91084,0.931916,0.041289,0.036961,0.039888,0.036808,0.034548,0.03322,0.033825,0.032819,12.715699,7.809095,1.247909,0.481752,0.752584,0.052609,0.190029,0.007658,0.954186,0.02805,0.03617,0.002939,0.093046,0.131206,1.0,679.0,26244,69,0.036397,0.009007,8.465238,167.822109,23.188745,38.865955,ORB_fallback,147,139.424957,74.054199,0.000177,40.485344,success
0247_image1269.jpg,c:\Users\ADMIN\Pictures\btl\0247_image1269.jpg,224,224,1.0,3,224,224,158.28006,65.914124,130.42244,68.631577,103.416016,67.39798,16.666355,108.366234,158.360962,16.150064,25.332945,12.563861,26.713185,59.029028,60.659849,49.306783,62.880225,1.831398,2.713427,1.806014,2.806009,3.867829,4.353421,3.788118,4.483585,0.610453,0.456635,0.550412,0.451762,0.451347,0.358993,0.392269,0.352302,0.073366,0.057619,0.067934,0.057187,0.055745,0.0484,0.05357,0.047665,0.971317,0.954914,0.977658,0.952457,0.894907,0.891689,0.911949,0.887726,0.005383,0.00332,0.004615,0.00327,0.003107,0.002343,0.00287,0.002272,39.079493,19.70247,3.206225,0.998611,0.453022,0.084383,0.057686,0.008355,0.930327,0.035204,0.003397,0.001012,0.113842,0.121728,0.697552,729.0,26244,341,0.054944,0.006429,6.64954,124.78199,24.649561,37.953598,ORB_fallback,385,136.89473,73.944595,0.000439,43.696841,success
0248_image0412.jpg,c:\Users\ADMIN\Pictures\btl\0248_image0412.jpg,224,224,1.0,3,224,224,145.959518,52.411007,120.033363,67.455215,103.044403,67.528305,39.943398,99.95089,148.262848,8.953395,19.996561,15.547185,25.038851,43.662997,51.446758,59.954024,62.263371,1.727578,2.833457,2.245816,3.103481,3.886817,4.532627,4.502222,4.892217,0.541218,0.409181,0.509018,0.404014,0.368948,0.324773,0.366331,0.324083,0.069873,0.055567,0.064976,0.055169,0.051284,0.046529,0.04906,0.046441,0.981289,0.958167,0.967474,0.947617,0.908784,0.89232,0.874448,0.869673,0.004882,0.003088,0.004222,0.003044,0.00263,0.002165,0.002407,0.002157,35.857893,19.643114,3.465527,1.087722,0.405946,0.075138,0.054862,0.008024,0.924971,0.041127,0.003074,0.000929,0.117887,0.117815,0.670686,729.0,26244,394,0.049985,0.006087,4.261846,206.459322,25.626091,37.302467,ORB_fallback,387,140.440079,74.356194,0.000188,43.603899,success
0249_image0474.jpg,c:\Users\ADMIN\Pictures\btl\0249_image0474.jpg,224,224,1.0,3,224,224,150.236313,85.580406,147.967499,84.868309,138.298096,82.003212,22.377392,21.475027,150.862,17.362548,29.82111,15.615511,28.350178,65.024261,66.015461,52.343245,64.677664,1.829436,2.648233,1.617433,2.596232,3.887464,4.139356,3.234527,4.092403,0.616683,0.533595,0.682824,0.531454,0.481938,0.462688,0.584989,0.459778,0.121859,0.116099,0.134169,0.115472,0.101888,0.10573,0.122404,0.104963,0.980571,0.966684,0.982551,0.968328,0.927248,0.926374,0.941703,0.927867,0.01485,0.013479,0.018001,0.013334,0.010381,0.011179,0.014983,0.011017,42.401247,20.507981,3.005635,0.928863,0.544244,0.07421,0.115323,0.010177,0.952666,0.022875,0.013403,0.002385,0.101383,0.132285,0.700609,729.0,26244,389,0.072228,0.008661,8.818952,181.218469,26.002451,37.040058,ORB_fallback,403,138.145935,74.543388,0.000584,44.82681,success
0250_image0339.jpg,c:\Users\ADMIN\Pictures\btl\0250_image0339.jpg,224,224,1.0,3,224,224,138.286667,66.958527,135.766846,55.665123,122.067345,52.571171,53.711414,90.484535,156.119034,22.031971,49.989061,37.481222,55.166965,65.329549,94.956071,91.445176,99.102954,2.349155,4.257435,3.521541,4.427115,4.448691,6.067141,5.77315,6.198969,0.548314,0.400249,0.455036,0.399819,0.405514,0.326541,0.349178,0.329982,0.071049,0.05875,0.064696,0.058021,0.054546,0.050742,0.051737,0.049615,0.94454,0.873438,0.905,0.860329,0.835961,0.758544,0.765837,0.747997,0.005048,0.003452,0.004186,0.003366,0.002975,0.002575,0.002677,0.002462,64.437871,26.652526,4.6304,1.24888,0.401829,0.06884,0.057394,0.006954,0.836456,0.068192,0.003342,0.000835,0.11872,0.116976,0.701482,729.0,26244,382,0.056871,0.007062,6.872693,194.403946,26.538204,36.659317,ORB_fallback,383,133.818695,74.784744,0.000464,43.36109,success
0251_image0267.jpg,c:\Users\ADMIN\Pictures\btl\0251_image0267.jpg,224,224,1.0,3,224,224,181.573822,35.252151,172.698746,39.967472,158.265488,44.300293,27.416992,39.078224,182.33049,10.909413,22.350017,13.721352,21.683163,34.965296,46.743852,38.784421,45.551051,1.779689,2.847674,2.024724,2.815942,3.229921,4.194546,3.645079,4.13619,0.553026,0.404237,0.516564,0.403758,0.417602,0.317081,0.374387,0.3219,0.095569,0.073992,0.09072,0.073835,0.074419,0.062276,0.069744,0.062692,0.940819,0.877005,0.92477,0.880675,0.809061,0.740784,0.786531,0.747391,0.009133,0.005475,0.00823,0.005452,0.005538,0.003878,0.004864,0.00393,29.338571,13.122733,3.084221,0.838713,0.413569,0.078664,0.075406,0.011251,0.83838,0.072964,0.005813,0.001781,0.122862,0.112618,0.686681,729.0,26244,351,0.048264,0.008513,4.743705,136.160322,25.223202,37.574867,ORB_fallback,346,133.077316,74.648735,0.000209,42.007229,success
0252_image0205.jpg,c:\Users\ADMIN\Pictures\btl\0252_image0205.jpg,224,224,1.0,3,224,224,171.772476,35.899281,172.78093,37.143566,167.4673,38.548145,46.599907,12.208147,174.079758,16.659433,27.940437,15.347934,28.072694,49.504444,54.469037,38.847447,54.948888,2.096893,2.988598,2.01049,3.035352,3.928329,4.261018,3.31852,4.318866,0.523242,0.433465,0.563513,0.430449,0.384937,0.367485,0.459746,0.363133,0.090363,0.079878,0.102155,0.079514,0.071017,0.070776,0.08838,0.070214,0.901685,0.835215,0.909777,0.834441,0.706022,0.677823,0.771946,0.675011,0.008165,0.00638,0.010436,0.006322,0.005043,0.005009,0.007811,0.00493,35.723789,15.076461,3.244758,0.837383,0.440746,0.067918,0.081537,0.010673,0.78899,0.089454,0.006762,0.001813,0.117423,0.118278,0.693929,729.0,26244,282,0.0489,0.010724,3.707062,156.708607,24.755651,37.881355,ORB_fallback,302,130.571396,74.547379,0.000249,39.974744,success
0253_image0244.jpg,c:\Users\ADMIN\Pictures\btl\0253_image0244.jpg,224,224,1.0,3,224,224,173.35379,68.990715,169.317169,71.732574,169.037872,71.612663,58.012455,10.548011,173.533463,16.047085,20.513181,5.253003,20.521989,69.996041,56.483078,31.448529,56.465628,1.421805,1.835951,0.928972,1.834342,3.387201,3.20672,2.39318,3.202784,0.708525,0.645966,0.747421,0.647385,0.570006,0.560901,0.592091,0.563228,0.24898,0.240703,0.260247,0.241202,0.227235,0.227049,0.236675,0.227219,0.97419,0.966953,0.991549,0.966939,0.88731,0.908818,0.949302,0.908846,0.061991,0.057938,0.067729,0.058179,0.051636,0.051551,0.056015,0.051629,34.591067,21.857125,2.276369,0.859252,0.62944,0.065934,0.238664,0.011087,0.944238,0.03525,0.057083,0.005368,0.09839,0.131228,1.0,706.0,26244,143,0.05722,0.014333,6.646162,136.150523,21.487106,39.825645,ORB_fallback,217,141.936783,74.780251,0.000341,40.482105,success
0254_image0206.jpg,c:\Users\ADMIN\Pictures\btl\0254_image0206.jpg,224,224,1.0,3,224,224,89.452431,63.743519,91.681458,64.071411,92.927437,63.737324,90.088089,34.660656,94.814873,34.712984,62.639526,36.108384,57.61998,81.945883,89.230257,65.585973,88.341713,2.84399,4.248406,3.113709,4.064671,4.651968,5.26743,4.480406,5.224312,0.532893,0.424896,0.524106,0.424696,0.397583,0.34728,0.408974,0.348334,0.074163,0.065135,0.089777,0.065126,0.059308,0.056759,0.077142,0.056817,0.931697,0.876094,0.928746,0.886026,0.837841,0.822035,0.869199,0.823829,0.0055,0.004243,0.00806,0.004241,0.003517,0.003222,0.005951,0.003228,64.523088,20.092576,4.236861,0.829164,0.426095,0.065555,0.068028,0.010835,0.871933,0.040294,0.004745,0.001567,0.111755,0.123647,0.707893,729.0,26244,206,0.051396,0.012286,4.656978,173.694035,22.821829,39.079124,ORB_fallback,335,137.289368,74.067329,0.000286,40.866262,success
0255_image1099.jpg,c:\Users\ADMIN\Pictures\btl\0255_image1099.jpg,224,224,1.0,3,224,224,157.983032,58.246162,143.234482,58.994167,123.842392,70.229057,43.569595,63.220703,159.577621,20.043962,42.755857,26.553792,41.722878,64.262282,92.024897,86.484223,90.563956,2.15583,3.640532,2.488569,3.599208,4.219942,5.567141,4.94455,5.508279,0.573412,0.430484,0.556332,0.435807,0.429723,0.354555,0.412538,0.361761,0.078359,0.061878,0.079131,0.063064,0.060292,0.053493,0.060353,0.05433,0.952389,0.898491,0.937106,0.900946,0.846919,0.781256,0.795354,0.784767,0.00614,0.003829,0.006262,0.003977,0.003635,0.002861,0.003642,0.002952,58.051481,27.375866,4.015506,1.206477,0.444327,0.075475,0.063862,0.009161,0.862154,0.065012,0.004162,0.001233,0.108362,0.126631,0.700581,729.0,26244,329,0.066114,0.00746,5.147563,152.691215,25.444054,37.426636,ORB_fallback,385,140.136688,73.816544,0.000678,43.783662,success
0256_image0331.jpg,c:\Users\ADMIN\Pictures\btl\0256_image0331.jpg,224,224,1.0,3,224,224,182.664825,72.595047,189.988693,63.970642,184.83783,66.36335,38.038822,31.401129,192.099243,21.403287,29.198878,19.445528,35.569306,59.585003,55.376816,56.425218,65.399054,1.910414,2.445635,2.006987,2.701361,3.329226,3.423606,3.543916,3.798373,0.69684,0.628722,0.650844,0.623717,0.635385,0.585627,0.574741,0.579528,0.216538,0.206625,0.210772,0.206586,0.205659,0.199706,0.199924,0.199455,0.960967,0.946897,0.96455,0.935311,0.891856,0.899804,0.897704,0.881672,0.046889,0.042694,0.044425,0.042678,0.042296,0.039883,0.03997,0.039782,42.800386,17.236591,2.89494,0.680308,0.621926,0.038763,0.205658,0.005625,0.922345,0.031111,0.042327,0.002331,0.100706,0.130922,1.0,716.0,26244,258,0.05749,0.009364,9.08327,177.170302,26.100443,36.965458,ORB_fallback,415,142.425446,73.834213,0.000388,45.370771,success
0257_image0148.jpg,c:\Users\ADMIN\Pictures\btl\0257_image0148.jpg,224,224,1.0,3,224,224,191.838165,56.743282,183.059647,60.304092,172.489929,59.121056,39.275948,35.15049,192.383545,8.457739,13.964648,8.855862,17.560257,34.566702,35.221147,41.223659,44.010673,1.220592,1.629432,1.214966,1.862615,2.491758,2.587513,2.749192,2.943673,0.688177,0.634148,0.696097,0.61377,0.569334,0.56416,0.576084,0.544846,0.195601,0.188307,0.20507,0.184673,0.170834,0.172344,0.180755,0.169878,0.980513,0.967912,0.979586,0.95965,0.920851,0.919539,0.905487,0.899461,0.03826,0.03546,0.042054,0.034104,0.029184,0.029703,0.032672,0.028859,25.482586,13.830002,2.087468,0.647838,0.610827,0.053929,0.183433,0.011801,0.941625,0.031568,0.033787,0.004397,0.107914,0.127013,0.719701,729.0,26244,181,0.057562,0.01349,7.439524,225.014726,22.68409,39.1619,ORB_fallback,360,140.373779,74.650612,0.000493,43.088521,success
0258_image0573.jpg,c:\Users\ADMIN\Pictures\btl\0258_image0573.jpg,224,224,1.0,3,224,224,137.715714,73.490097,136.298721,73.229393,126.570335,72.887009,34.823921,34.246132,139.184891,38.130525,69.176778,47.742593,55.80255,106.499616,95.607439,113.953418,98.39315,3.311179,4.740775,3.778467,4.142472,5.909118,5.758603,6.017534,5.811582,0.480226,0.388902,0.478053,0.401466,0.358802,0.334568,0.388934,0.337969,0.076214,0.069845,0.078441,0.070848,0.065815,0.064447,0.069958,0.065002,0.942895,0.896415,0.928514,0.916442,0.840469,0.856816,0.829366,0.852656,0.005809,0.004878,0.006153,0.005019,0.004332,0.004153,0.004894,0.004225,78.163259,27.171279,4.933716,1.012897,0.396115,0.053012,0.070071,0.004794,0.882947,0.040695,0.004933,0.000683,0.115587,0.120073,0.672913,729.0,26244,482,0.07279,0.011334,3.113112,193.978201,27.815887,35.69854,ORB_fallback,437,137.861908,73.651566,0.001573,47.181854,success
0259_image10389.jpg,c:\Users\ADMIN\Pictures\btl\0259_image10389.jpg,224,224,1.0,3,224,224,209.426041,20.483929,203.967163,21.573008,195.639206,28.540524,20.628826,17.371273,209.471146,5.799908,8.167669,3.987468,8.1956,13.868152,14.428821,9.45158,14.617361,1.003063,1.275875,0.696709,1.27308,1.730345,1.788816,1.201782,1.787842,0.740262,0.691803,0.814783,0.693505,0.632881,0.626318,0.731854,0.630858,0.231079,0.220223,0.251452,0.220973,0.201022,0.201699,0.226869,0.20351,0.900005,0.858942,0.931154,0.858458,0.760801,0.75032,0.83634,0.747053,0.053398,0.048498,0.063228,0.048829,0.04041,0.040683,0.051469,0.041416,9.81457,3.813256,1.344689,0.372363,0.695283,0.061702,0.219604,0.016301,0.830384,0.06599,0.048491,0.007302,0.09954,0.133677,0.722247,729.0,26244,79,0.02736,0.007094,4.69623,182.782334,24.356211,38.150642,ORB_fallback,142,128.959946,72.237122,2.3e-05,36.360783,success
0260_image0324.jpg,c:\Users\ADMIN\Pictures\btl\0260_image0324.jpg,224,224,1.0,3,224,224,198.936142,32.725983,190.668167,43.836945,193.867661,53.82542,104.355888,27.699816,204.704407,4.580257,8.268978,5.974676,10.094794,14.426269,17.817141,22.745879,20.835038,0.713225,1.073418,0.87534,1.190573,1.31557,1.591226,1.819732,1.726727,0.819993,0.751988,0.780873,0.742789,0.725973,0.683916,0.670254,0.67901,0.190801,0.176656,0.183583,0.176285,0.169331,0.159523,0.156479,0.159683,0.978573,0.961387,0.972005,0.95286,0.932977,0.917238,0.893813,0.903218,0.036405,0.031207,0.033703,0.031076,0.028673,0.025448,0.024486,0.025499,13.092879,6.447966,1.288226,0.374853,0.731849,0.049518,0.171543,0.011627,0.939009,0.02996,0.029562,0.004015,0.101189,0.132001,1.0,726.0,26244,94,0.042532,0.011451,8.797542,196.164293,23.708527,38.548157,ORB_fallback,289,139.967453,73.830154,0.000193,41.914818,success
0261_image10475.jpg,c:\Users\ADMIN\Pictures\btl\0261_image10475.jpg,224,224,1.0,3,224,224,177.594193,36.747776,164.591263,47.523941,146.059647,56.593102,26.377272,54.714085,178.535736,22.22892,35.666211,20.126441,36.5794,46.76513,60.789161,47.57963,60.671496,2.773242,3.709284,2.409873,3.733335,4.165987,4.981921,3.942712,4.966602,0.452061,0.36463,0.514123,0.366678,0.341064,0.294795,0.391604,0.299041,0.066403,0.056338,0.076641,0.056525,0.051771,0.047867,0.059183,0.048338,0.911236,0.857492,0.919582,0.85384,0.813507,0.757087,0.809764,0.757551,0.004409,0.003174,0.005874,0.003195,0.00268,0.002291,0.003503,0.002337,41.300799,14.536304,3.835369,0.858892,0.378,0.069847,0.057883,0.009077,0.835007,0.058089,0.003433,0.001124,0.12206,0.113486,0.675089,729.0,26244,325,0.050395,0.00485,5.586581,213.965332,25.911707,37.104584,ORB_fallback,415,135.146164,73.864693,0.000295,45.878828,success
0262_image10341.jpg,c:\Users\ADMIN\Pictures\btl\0262_image10341.jpg,224,224,1.0,3,224,224,214.847275,48.002537,207.004272,57.768162,197.784317,68.549339,12.430405,27.969507,214.92128,5.546004,9.002172,3.402767,8.6015,18.665623,19.046526,9.743192,18.33727,0.549167,0.809769,0.356202,0.792254,1.121223,1.208283,0.673663,1.182656,0.884915,0.854585,0.923849,0.855557,0.822227,0.820019,0.87646,0.820643,0.564498,0.559535,0.569144,0.559715,0.552638,0.553433,0.561526,0.553703,0.985662,0.976828,0.991202,0.977859,0.951882,0.951117,0.974878,0.952937,0.318659,0.31308,0.323925,0.31328,0.305408,0.306288,0.315311,0.306587,11.543132,5.849911,0.836652,0.291879,0.857282,0.034519,0.559274,0.005469,0.970296,0.01501,0.312817,0.006127,0.064306,0.129258,1.0,547.0,26244,22,0.038078,0.007675,10.826509,92.226282,18.430397,41.340023,ORB_fallback,23,154.384506,72.786705,6.7e-05,45.672202,success
0263_image10246.jpg,c:\Users\ADMIN\Pictures\btl\0263_image10246.jpg,224,224,1.0,3,224,224,179.602417,50.631947,172.695358,57.388977,163.361465,64.131775,41.112087,40.768814,181.482758,20.581458,37.94281,25.642457,37.81001,56.182935,65.831081,60.54236,66.003429,2.420143,3.504072,2.71889,3.495103,4.224952,4.722121,4.343265,4.729791,0.528674,0.451504,0.522944,0.4532,0.422567,0.391333,0.424211,0.39619,0.125226,0.11074,0.122698,0.111927,0.105701,0.098277,0.101058,0.099368,0.947035,0.902624,0.934186,0.902968,0.855457,0.831499,0.845452,0.831077,0.015681,0.012263,0.015055,0.012528,0.011173,0.009658,0.010213,0.009874,46.317068,16.956942,3.769792,0.824362,0.448828,0.049075,0.109374,0.009638,0.881287,0.043298,0.012056,0.002153,0.123504,0.111914,0.910208,729.0,26244,381,0.062054,0.012492,6.099504,195.327629,27.069328,36.266209,ORB_fallback,423,145.760559,73.284195,0.000569,46.117456,success
0264_image0891.jpg,c:\Users\ADMIN\Pictures\btl\0264_image0891.jpg,224,224,1.0,3,224,224,110.382851,73.993927,107.513115,68.902168,97.093208,66.412842,41.887115,79.33741,117.388489,32.134009,52.349193,32.743254,50.369985,82.229375,93.43225,92.579812,91.567162,3.231502,4.252308,3.235166,4.209033,5.483456,5.850154,5.619162,5.8268,0.431802,0.36451,0.433075,0.356708,0.298654,0.291121,0.309564,0.279327,0.053906,0.046126,0.053277,0.045484,0.040227,0.039119,0.040494,0.038297,0.946607,0.912797,0.945477,0.916093,0.863297,0.843931,0.845063,0.847034,0.002906,0.002128,0.002838,0.002069,0.001618,0.00153,0.00164,0.001467,65.92563,25.148562,4.713448,1.048418,0.345595,0.057474,0.044616,0.005817,0.890037,0.042106,0.002024,0.000539,0.131455,0.102457,0.605497,729.0,26244,476,0.069414,0.007759,5.284525,173.31002,27.160748,36.198647,ORB_fallback,416,135.734222,74.942009,0.000952,45.558391,success
0265_image0420.jpg,c:\Users\ADMIN\Pictures\btl\0265_image0420.jpg,224,224,1.0,3,224,224,229.970062,30.386696,223.729233,37.580246,217.418243,44.072868,15.106844,16.477619,230.033417,6.164598,12.890145,7.109625,12.875787,8.814197,20.364987,11.797592,20.429957,0.792561,1.358885,0.81214,1.364033,1.161603,1.844615,1.284421,1.845224,0.81173,0.72717,0.807319,0.72554,0.750432,0.691333,0.742409,0.691528,0.528326,0.521094,0.529156,0.521014,0.516277,0.511208,0.5172,0.511111,0.960941,0.918442,0.954954,0.918533,0.944308,0.871498,0.925458,0.871088,0.279129,0.271539,0.280006,0.271456,0.266542,0.261333,0.267496,0.261234,12.555861,5.102483,1.307935,0.37347,0.743433,0.042996,0.519423,0.00643,0.920653,0.032141,0.269842,0.006689,0.071921,0.130399,1.0,582.0,26244,26,0.024671,0.006587,2.751461,176.309177,23.839542,38.477119,ORB_fallback,104,131.269531,73.469276,0.000168,35.877016,success
